suffix,status
FHP,Reserved
FHQ,Reserved
FHR,Reserved
FHS,Reserved
FHT,Reserved
FHU,Reserved
FHV,Reserved
FHW,Reserved
FHX,Reserved
FHY,Reserved
FHZ,Reserved
FIA,Reserved
FIB,Reserved
FIC,Not Allowed
FID,Reserved
FIE,Reserved
FIF,Reserved
FIG,Reserved
FIH,Reserved
FII,Reserved
FIJ,Reserved
FIK,Reserved
FIL,Allocated
FIM,Reserved
FIN,Allocated
FIO,Reserved
FIP,Reserved
FIQ,Reserved
FIR,Reserved
FIS,Allocated
FIT,Reserved
FIU,Reserved
FIV,Reserved
FIW,Reserved
FIX,Allocated
FIY,Reserved
FIZ,Reserved
FJA,Reserved
FJB,Reserved
FJC,Reserved
FJD,Reserved
FJE,Reserved
FJF,Reserved
FJG,Reserved
FJH,Reserved
FJI,Reserved
FJJ,Reserved
FJK,Reserved
FJL,Reserved
FJM,Allocated
FJN,Reserved
FJO,Reserved
FJP,Reserved
FJQ,Reserved
FJR,Reserved
FJS,Allocated
FJT,Reserved
FJU,Reserved
FJV,Reserved
FJW,Reserved
FJX,Reserved
FJY,Reserved
FJZ,Reserved
FKA,Reserved
FKB,Reserved
FKC,Reserved
FKD,Reserved
FKE,Reserved
FKF,Reserved
FKG,Reserved
FKH,Reserved
FKI,Reserved
FKJ,Reserved
FKK,Reserved
FKL,Reserved
FKM,Reserved
FKN,Reserved
FKO,Reserved
FKP,Reserved
FKQ,Reserved
FKR,Reserved
FKS,Reserved
FKT,Reserved
FKU,Reserved
FKV,Reserved
FKW,Reserved
FKX,Reserved
FKY,Reserved
FKZ,Reserved
FLA,Reserved
FLB,Reserved
FLC,Allocated
FLD,Reserved
FLE,Reserved
FLF,Allocated
FLG,Reserved
FLH,Reserved
FLI,Reserved
FLJ,Reserved
FLK,Reserved
FLL,Reserved
FLM,Reserved
FLN,Reserved
FLO,Reserved
FLP,Reserved
FLQ,Reserved
FLR,Reserved
FLS,Reserved
FLT,Reserved
FLU,Reserved
FLV,Reserved
FLW,Reserved
FLX,Reserved
FLY,Reserved
FLZ,Reserved
FMA,Allocated
FMB,Reserved
FMC,Allocated
FMD,Reserved
FME,Allocated
FMF,Allocated
FMG,Reserved
FMH,Reserved
FMI,Reserved
FMJ,Reserved
FMK,Reserved
FML,Reserved
FMM,Reserved
FMN,Reserved
FMO,Reserved
FMP,Reserved
FMQ,Reserved
FMR,Reserved
FMS,Reserved
FMT,Allocated
FMU,Reserved
FMV,Reserved
FMW,Reserved
FMX,Reserved
FMY,Allocated
FMZ,Reserved
FNA,Reserved
FNB,Reserved
FNC,Reserved
FND,Reserved
FNE,Reserved
FNF,Reserved
FNG,Reserved
FNH,Reserved
FNI,Reserved
FNJ,Allocated
FNK,Reserved
FNL,Reserved
FNM,Reserved
FNN,Reserved
FNO,Reserved
FNP,Reserved
FNQ,Reserved
FNR,Allocated
FNS,Reserved
FNT,Reserved
FNU,Reserved
FNV,Reserved
FNW,Reserved
FNX,Reserved
FNY,Reserved
FNZ,Reserved
FOA,Reserved
FOB,Reserved
FOC,Not Allowed
FOD,Reserved
FOE,Reserved
FOF,Not Allowed
FOG,Allocated
FOH,Reserved
FOI,Reserved
FOJ,Reserved
FOK,Reserved
FOL,Reserved
FOM,Reserved
FON,Reserved
FOO,Not Allowed
FOP,Reserved
FOQ,Reserved
FOR,Allocated
FOS,Allocated
FOT,Reserved
FOU,Reserved
FOV,Reserved
FOW,Reserved
FOX,Allocated
FOY,Reserved
FOZ,Allocated
FPA,Allocated
FPB,Reserved
FPC,Reserved
FPD,Reserved
FPE,Reserved
FPF,Reserved
FPG,Reserved
FPH,Reserved
FPI,Reserved
FPJ,Reserved
FPK,Reserved
FPL,Reserved
FPM,Reserved
FPN,Reserved
FPO,Reserved
FPP,Reserved
FPQ,Allocated
FPR,Reserved
FPS,Reserved
FPT,Reserved
FPU,Reserved
FPV,Reserved
FPW,Reserved
FPX,Reserved
FPY,Reserved
FPZ,Reserved
FQA,Reserved
FQB,Reserved
FQC,Reserved
FQD,Reserved
FQE,Reserved
FQF,Reserved
FQG,Reserved
FQH,Reserved
FQI,Reserved
FQJ,Reserved
FQK,Reserved
FQL,Reserved
FQM,Reserved
FQN,Reserved
FQO,Reserved
FQP,Reserved
FQQ,Reserved
FQR,Reserved
FQS,Reserved
FQT,Reserved
FQU,Reserved
FQV,Reserved
FQW,Reserved
FQX,Reserved
FQY,Reserved
FQZ,Reserved
FRA,Allocated
FRB,Reserved
FRC,Allocated
FRD,Reserved
FRE,Allocated
FRF,Reserved
FRG,Allocated
FRH,Allocated
FRI,Reserved
FRJ,Reserved
FRK,Reserved
FRL,Reserved
FRM,Reserved
FRN,Reserved
FRO,Reserved
FRP,Reserved
FRQ,Reserved
FRR,Reserved
FRS,Allocated
FRT,Reserved
FRU,Reserved
FRV,Reserved
FRW,Reserved
FRX,Reserved
FRY,Allocated
FRZ,Allocated
FSA,Reserved
FSB,Reserved
FSC,Reserved
FSD,Reserved
FSE,Reserved
FSF,Reserved
FSG,Reserved
FSH,Allocated
FSI,Reserved
FSJ,Reserved
FSK,Allocated
FSL,Reserved
FSM,Reserved
FSN,Allocated
FSO,Reserved
FSP,Reserved
FSQ,Reserved
FSR,Reserved
FSS,Reserved
FST,Reserved
FSU,Reserved
FSV,Reserved
FSW,Reserved
FSX,Reserved
FSY,Reserved
FSZ,Reserved
FTA,Reserved
FTB,Reserved
FTC,Reserved
FTD,Reserved
FTE,Reserved
FTF,Reserved
FTG,Reserved
FTH,Reserved
FTI,Reserved
FTJ,Reserved
FTK,Reserved
FTL,Allocated
FTM,Reserved
FTN,Reserved
FTO,Reserved
FTP,Reserved
FTQ,Reserved
FTR,Allocated
FTS,Reserved
FTT,Reserved
FTU,Reserved
FTV,Reserved
FTW,Reserved
FTX,Reserved
FTY,Reserved
FTZ,Reserved
FUA,Reserved
FUB,Reserved
FUC,Not Allowed
FUD,Reserved
FUE,Reserved
FUF,Reserved
FUG,Reserved
FUH,Reserved
FUI,Reserved
FUJ,Reserved
FUK,Not Allowed
FUL,Reserved
FUM,Reserved
FUN,Allocated
FUO,Reserved
FUP,Reserved
FUQ,Reserved
FUR,Reserved
FUS,Reserved
FUT,Reserved
FUU,Reserved
FUV,Reserved
FUW,Reserved
FUX,Not Allowed
FUY,Reserved
FUZ,Reserved
FVA,Reserved
FVB,Reserved
FVC,Reserved
FVD,Allocated
FVE,Reserved
FVF,Reserved
FVG,Reserved
FVH,Reserved
FVI,Reserved
FVJ,Reserved
FVK,Reserved
FVL,Reserved
FVM,Reserved
FVN,Reserved
FVO,Reserved
FVP,Reserved
FVQ,Reserved
FVR,Reserved
FVS,Reserved
FVT,Reserved
FVU,Reserved
FVV,Allocated
FVW,Reserved
FVX,Reserved
FVY,Reserved
FVZ,Reserved
FWA,Reserved
FWB,Reserved
FWC,Reserved
FWD,Allocated
FWE,Reserved
FWF,Reserved
FWG,Allocated
FWH,Reserved
FWI,Reserved
FWJ,Reserved
FWK,Reserved
FWL,Reserved
FWM,Allocated
FWN,Reserved
FWO,Allocated
FWP,Reserved
FWQ,Reserved
FWR,Reserved
FWS,Reserved
FWT,Reserved
FWU,Reserved
FWV,Reserved
FWW,Reserved
FWX,Reserved
FWY,Reserved
FWZ,Allocated
FXA,Reserved
FXB,Allocated
FXC,Reserved
FXD,Reserved
FXE,Reserved
FXF,Reserved
FXG,Reserved
FXH,Reserved
FXI,Reserved
FXJ,Reserved
FXK,Reserved
FXL,Reserved
FXM,Reserved
FXN,Reserved
FXO,Reserved
FXP,Reserved
FXQ,Reserved
FXR,Reserved
FXS,Reserved
FXT,Reserved
FXU,Reserved
FXV,Reserved
FXW,Reserved
FXX,Allocated
FXY,Reserved
FXZ,Reserved
FYA,Allocated
FYB,Reserved
FYC,Reserved
FYD,Reserved
FYE,Reserved
FYF,Reserved
FYG,Reserved
FYH,Reserved
FYI,Reserved
FYJ,Reserved
FYK,Reserved
FYL,Reserved
FYM,Reserved
FYN,Reserved
FYO,Reserved
FYP,Reserved
FYQ,Reserved
FYR,Reserved
FYS,Reserved
FYT,Reserved
FYU,Reserved
FYV,Reserved
FYW,Reserved
FYX,Reserved
FYY,Reserved
FYZ,Reserved
FZA,Reserved
FZB,Reserved
FZC,Reserved
FZD,Reserved
FZE,Reserved
FZF,Reserved
FZG,Reserved
FZH,Reserved
FZI,Reserved
FZJ,Reserved
FZK,Reserved
FZL,Reserved
FZM,Reserved
FZN,Reserved
FZO,Reserved
FZP,Reserved
FZQ,Allocated
FZR,Allocated
FZS,Reserved
FZT,Reserved
FZU,Allocated
FZV,Allocated
FZW,Allocated
FZX,Allocated
FZY,Allocated
FZZ,Reserved
GAA,Allocated
GAB,Reserved
GAC,Allocated
GAD,Allocated
GAE,Allocated
GAF,Allocated
GAG,Allocated
GAH,Allocated
GAI,Allocated
GAJ,Allocated
GAK,Allocated
GAL,Reserved
GAM,Allocated
GAN,Allocated
GAO,Reserved
GAP,Allocated
GAQ,Allocated
GAR,Reserved
GAS,Reserved
GAT,Reserved
GAU,Allocated
GAV,Allocated
GAW,Allocated
GAX,Allocated
GAY,Reserved
GAZ,Allocated
GBA,Allocated
GBB,Allocated
GBC,Allocated
GBD,Reserved
GBE,Allocated
GBF,Allocated
GBG,Reserved
GBH,Allocated
GBI,Reserved
GBJ,Reserved
GBK,Allocated
GBL,Reserved
GBM,Reserved
GBN,Reserved
GBO,Allocated
GBP,Allocated
GBQ,Reserved
GBR,Allocated
GBS,Allocated
GBT,Reserved
GBU,Allocated
GBV,Allocated
GBW,Allocated
GBX,Allocated
GBY,Allocated
GBZ,Allocated
GCA,Allocated
GCB,Allocated
GCC,Allocated
GCD,Allocated
GCE,Allocated
GCF,Allocated
GCG,Allocated
GCH,Allocated
GCI,Allocated
GCJ,Allocated
GCK,Allocated
GCL,Allocated
GCM,Allocated
GCN,Allocated
GCO,Allocated
GCP,Allocated
GCQ,Reserved
GCR,Allocated
GCS,Allocated
GCT,Allocated
GCU,Allocated
GCV,Allocated
GCW,Allocated
GCX,Allocated
GCY,Allocated
GCZ,Allocated
GDA,Allocated
GDB,Allocated
GDC,Allocated
GDD,Reserved
GDE,Allocated
GDF,Allocated
GDG,Allocated
GDH,Allocated
GDI,Allocated
GDJ,Allocated
GDK,Allocated
GDL,Allocated
GDM,Allocated
GDN,Allocated
GDO,Allocated
GDP,Allocated
GDQ,Allocated
GDR,Allocated
GDS,Allocated
GDT,Allocated
GDU,Allocated
GDV,Allocated
GDW,Allocated
GDX,Allocated
GDY,Allocated
GDZ,Allocated
GEA,Reserved
GEB,Allocated
GEC,Allocated
GED,Allocated
GEE,Allocated
GEF,Allocated
GEG,Allocated
GEH,Allocated
GEI,Allocated
GEJ,Allocated
GEK,Allocated
GEL,Allocated
GEM,Reserved
GEN,Allocated
GEO,Allocated
GEP,Allocated
GEQ,Reserved
GER,Allocated
GES,Allocated
GET,Allocated
GEU,Allocated
GEV,Allocated
GEW,Reserved
GEX,Allocated
GEY,Allocated
GEZ,Reserved
GFA,Allocated
GFB,Allocated
GFC,Reserved
GFD,Allocated
GFE,Allocated
GFF,Allocated
GFG,Reserved
GFH,Reserved
GFI,Reserved
GFJ,Allocated
GFK,Allocated
GFL,Reserved
GFM,Allocated
GFN,Allocated
GFO,Allocated
GFP,Allocated
GFQ,Allocated
GFR,Allocated
GFS,Allocated
GFT,Allocated
GFU,Allocated
GFV,Allocated
GFW,Reserved
GFX,Allocated
GFY,Allocated
GFZ,Allocated
GGA,Allocated
GGB,Allocated
GGC,Reserved
GGD,Allocated
GGE,Allocated
GGF,Reserved
GGG,Allocated
GGH,Allocated
GGI,Allocated
GGJ,Reserved
GGK,Allocated
GGL,Allocated
GGM,Allocated
GGN,Reserved
GGO,Allocated
GGP,Allocated
GGQ,Allocated
GGR,Allocated
GGS,Allocated
GGT,Allocated
GGU,Allocated
GGV,Reserved
GGW,Allocated
GGX,Allocated
GGY,Allocated
GGZ,Allocated
GHA,Allocated
GHB,Allocated
GHC,Allocated
GHD,Allocated
GHE,Allocated
GHF,Allocated
GHG,Allocated
GHH,Allocated
GHI,Allocated
GHJ,Reserved
GHK,Allocated
GHL,Reserved
GHM,Allocated
GHN,Allocated
GHO,Allocated
GHP,Allocated
GHQ,Allocated
GHR,Allocated
GHS,Allocated
GHT,Allocated
GHU,Allocated
GHV,Allocated
GHW,Reserved
GHX,Allocated
GHY,Allocated
GHZ,Allocated
GIA,Allocated
GIB,Allocated
GIC,Allocated
GID,Allocated
GIE,Allocated
GIF,Allocated
GIG,Allocated
GIH,Allocated
GII,Reserved
GIJ,Allocated
GIK,Allocated
GIL,Allocated
GIM,Allocated
GIN,Allocated
GIO,Allocated
GIP,Allocated
GIQ,Allocated
GIR,Allocated
GIS,Reserved
GIT,Not Allowed
GIU,Allocated
GIV,Allocated
GIW,Allocated
GIX,Allocated
GIY,Allocated
GIZ,Allocated
GJA,Allocated
GJB,Reserved
GJC,Allocated
GJD,Allocated
GJE,Allocated
GJF,Allocated
GJG,Reserved
GJH,Allocated
GJI,Reserved
GJJ,Allocated
GJK,Allocated
GJL,Allocated
GJM,Reserved
GJN,Allocated
GJO,Allocated
GJP,Reserved
GJQ,Allocated
GJR,Allocated
GJS,Allocated
GJT,Reserved
GJU,Allocated
GJV,Allocated
GJW,Allocated
GJX,Allocated
GJY,Allocated
GJZ,Allocated
GKA,Allocated
GKB,Allocated
GKC,Allocated
GKD,Allocated
GKE,Reserved
GKF,Reserved
GKG,Allocated
GKH,Allocated
GKI,Allocated
GKJ,Allocated
GKK,Allocated
GKL,Allocated
GKM,Allocated
GKN,Allocated
GKO,Allocated
GKP,Allocated
GKQ,Reserved
GKR,Allocated
GKS,Reserved
GKT,Allocated
GKU,Allocated
GKV,Allocated
GKW,Allocated
GKX,Allocated
GKY,Allocated
GKZ,Reserved
GLA,Reserved
GLB,Reserved
GLC,Allocated
GLD,Allocated
GLE,Reserved
GLF,Allocated
GLG,Allocated
GLH,Allocated
GLI,Allocated
GLJ,Allocated
GLK,Allocated
GLL,Allocated
GLM,Allocated
GLN,Allocated
GLO,Allocated
GLP,Allocated
GLQ,Allocated
GLR,Allocated
GLS,Allocated
GLT,Allocated
GLU,Allocated
GLV,Allocated
GLW,Allocated
GLX,Allocated
GLY,Reserved
GLZ,Allocated
GMA,Allocated
GMB,Allocated
GMC,Allocated
GMD,Allocated
GME,Allocated
GMF,Reserved
GMG,Allocated
GMH,Allocated
GMI,Allocated
GMJ,Reserved
GMK,Allocated
GML,Allocated
GMM,Allocated
GMN,Allocated
GMO,Allocated
GMP,Reserved
GMQ,Allocated
GMR,Reserved
GMS,Allocated
GMT,Allocated
GMU,Allocated
GMV,Allocated
GMW,Allocated
GMX,Allocated
GMY,Allocated
GMZ,Allocated
GNA,Allocated
GNB,Allocated
GNC,Allocated
GND,Allocated
GNE,Allocated
GNF,Allocated
GNG,Allocated
GNH,Allocated
GNI,Reserved
GNJ,Allocated
GNK,Allocated
GNL,Allocated
GNM,Allocated
GNN,Reserved
GNO,Allocated
GNP,Allocated
GNQ,Reserved
GNR,Reserved
GNS,Allocated
GNT,Allocated
GNU,Allocated
GNV,Allocated
GNW,Reserved
GNX,Allocated
GNY,Allocated
GNZ,Allocated
GOA,Allocated
GOB,Allocated
GOC,Allocated
GOD,Not Allowed
GOE,Allocated
GOF,Allocated
GOG,Allocated
GOH,Allocated
GOI,Allocated
GOJ,Allocated
GOK,Allocated
GOL,Allocated
GOM,Allocated
GON,Allocated
GOO,Allocated
GOP,Allocated
GOQ,Allocated
GOR,Allocated
GOS,Reserved
GOT,Allocated
GOU,Reserved
GOV,Allocated
GOW,Allocated
GOX,Allocated
GOY,Allocated
GOZ,Allocated
GPA,Allocated
GPB,Allocated
GPC,Allocated
GPD,Allocated
GPE,Allocated
GPF,Allocated
GPG,Allocated
GPH,Allocated
GPI,Allocated
GPJ,Allocated
GPK,Allocated
GPL,Allocated
GPM,Allocated
GPN,Allocated
GPO,Allocated
GPP,Allocated
GPQ,Allocated
GPR,Allocated
GPS,Allocated
GPT,Allocated
GPU,Allocated
GPV,Allocated
GPW,Allocated
GPX,Allocated
GPY,Allocated
GPZ,Allocated
GQA,Allocated
GQB,Allocated
GQC,Allocated
GQD,Allocated
GQE,Allocated
GQF,Allocated
GQG,Allocated
GQH,Allocated
GQI,Allocated
GQJ,Allocated
GQK,Allocated
GQL,Allocated
GQM,Allocated
GQN,Allocated
GQO,Allocated
GQP,Allocated
GQQ,Allocated
GQR,Allocated
GQS,Allocated
GQT,Allocated
GQU,Allocated
GQV,Allocated
GQW,Allocated
GQX,Reserved
GQY,Allocated
GQZ,Reserved
GRA,Allocated
GRB,Allocated
GRC,Reserved
GRD,Reserved
GRE,Allocated
GRF,Allocated
GRG,Allocated
GRH,Allocated
GRI,Allocated
GRJ,Allocated
GRK,Allocated
GRL,Allocated
GRM,Reserved
GRN,Allocated
GRO,Reserved
GRP,Allocated
GRQ,Allocated
GRR,Allocated
GRS,Reserved
GRT,Allocated
GRU,Allocated
GRV,Allocated
GRW,Allocated
GRX,Allocated
GRY,Allocated
GRZ,Allocated
GSA,Allocated
GSB,Reserved
GSC,Allocated
GSD,Reserved
GSE,Allocated
GSF,Allocated
GSG,Allocated
GSH,Reserved
GSI,Allocated
GSJ,Allocated
GSK,Allocated
GSL,Allocated
GSM,Allocated
GSN,Allocated
GSO,Allocated
GSP,Allocated
GSQ,Allocated
GSR,Allocated
GSS,Allocated
GST,Reserved
GSU,Allocated
GSV,Reserved
GSW,Allocated
GSX,Allocated
GSY,Allocated
GSZ,Allocated
GTA,Allocated
GTB,Allocated
GTC,Allocated
GTD,Allocated
GTE,Allocated
GTF,Allocated
GTG,Reserved
GTH,Allocated
GTI,Allocated
GTJ,Allocated
GTK,Allocated
GTL,Allocated
GTM,Allocated
GTN,Allocated
GTO,Allocated
GTP,Allocated
GTQ,Allocated
GTR,Allocated
GTS,Allocated
GTT,Allocated
GTU,Allocated
GTV,Allocated
GTW,Allocated
GTX,Allocated
GTY,Allocated
GTZ,Allocated
GUA,Reserved
GUB,Allocated
GUC,Allocated
GUD,Allocated
GUE,Allocated
GUF,Allocated
GUG,Allocated
GUH,Allocated
GUI,Allocated
GUJ,Allocated
GUK,Reserved
GUL,Allocated
GUM,Allocated
GUN,Reserved
GUO,Allocated
GUP,Allocated
GUQ,Allocated
GUR,Allocated
GUS,Allocated
GUT,Allocated
GUU,Allocated
GUV,Allocated
GUW,Allocated
GUX,Allocated
GUY,Reserved
GUZ,Allocated
GVA,Allocated
GVB,Allocated
GVC,Allocated
GVD,Allocated
GVE,Allocated
GVF,Reserved
GVG,Allocated
GVH,Allocated
GVI,Allocated
GVJ,Reserved
GVK,Allocated
GVL,Allocated
GVM,Reserved
GVN,Allocated
GVO,Allocated
GVP,Allocated
GVQ,Allocated
GVR,Allocated
GVS,Allocated
GVT,Allocated
GVU,Allocated
GVV,Allocated
GVW,Allocated
GVX,Allocated
GVY,Allocated
GVZ,Allocated
GWA,Allocated
GWB,Allocated
GWC,Allocated
GWD,Allocated
GWE,Allocated
GWF,Allocated
GWG,Reserved
GWH,Allocated
GWI,Allocated
GWJ,Allocated
GWK,Allocated
GWL,Allocated
GWM,Allocated
GWN,Reserved
GWO,Allocated
GWP,Allocated
GWQ,Allocated
GWR,Allocated
GWS,Allocated
GWT,Allocated
GWU,Allocated
GWV,Allocated
GWW,Allocated
GWX,Allocated
GWY,Allocated
GWZ,Allocated
GXA,Allocated
GXB,Allocated
GXC,Allocated
GXD,Allocated
GXE,Allocated
GXF,Allocated
GXG,Reserved
GXH,Allocated
GXI,Reserved
GXJ,Allocated
GXK,Allocated
GXL,Allocated
GXM,Allocated
GXN,Allocated
GXO,Allocated
GXP,Allocated
GXQ,Allocated
GXR,Allocated
GXS,Allocated
GXT,Allocated
GXU,Allocated
GXV,Allocated
GXW,Allocated
GXX,Allocated
GXY,Allocated
GXZ,Allocated
GYA,Allocated
GYB,Allocated
GYC,Allocated
GYD,Allocated
GYE,Allocated
GYF,Allocated
GYG,Allocated
GYH,Allocated
GYI,Allocated
GYJ,Reserved
GYK,Allocated
GYL,Allocated
GYM,Allocated
GYN,Allocated
GYO,Allocated
GYP,Allocated
GYQ,Allocated
GYR,Allocated
GYS,Allocated
GYT,Allocated
GYU,Allocated
GYV,Allocated
GYW,Reserved
GYX,Allocated
GYY,Allocated
GYZ,Reserved
GZA,Allocated
GZB,Allocated
GZC,Allocated
GZD,Allocated
GZE,Allocated
GZF,Allocated
GZG,Allocated
GZH,Allocated
GZI,Allocated
GZJ,Reserved
GZK,Allocated
GZL,Allocated
GZM,Allocated
GZN,Available
GZO,Allocated
GZP,Allocated
GZQ,Allocated
GZR,Allocated
GZS,Allocated
GZT,Allocated
GZU,Allocated
GZV,Allocated
GZW,Allocated
GZX,Reserved
GZY,Allocated
GZZ,Allocated
HAA,Allocated
HAB,Allocated
HAC,Allocated
HAD,Reserved
HAE,Allocated
HAF,Allocated
HAG,Allocated
HAH,Allocated
HAI,Allocated
HAJ,Allocated
HAK,Allocated
HAL,Allocated
HAM,Allocated
HAN,Allocated
HAO,Allocated
HAP,Allocated
HAQ,Allocated
HAR,Allocated
HAS,Allocated
HAT,Allocated
HAU,Allocated
HAV,Allocated
HAW,Allocated
HAX,Allocated
HAY,Allocated
HAZ,Allocated
HBA,Allocated
HBB,Allocated
HBC,Allocated
HBD,Allocated
HBE,Allocated
HBF,Allocated
HBG,Reserved
HBH,Allocated
HBI,Allocated
HBJ,Allocated
HBK,Allocated
HBL,Allocated
HBM,Allocated
HBN,Allocated
HBO,Allocated
HBP,Allocated
HBQ,Allocated
HBR,Allocated
HBS,Allocated
HBT,Allocated
HBU,Allocated
HBV,Allocated
HBW,Allocated
HBX,Allocated
HBY,Allocated
HBZ,Allocated
HCA,Allocated
HCB,Allocated
HCC,Allocated
HCD,Allocated
HCE,Allocated
HCF,Allocated
HCG,Reserved
HCH,Allocated
HCI,Allocated
HCJ,Allocated
HCK,Allocated
HCL,Allocated
HCM,Allocated
HCN,Allocated
HCO,Allocated
HCP,Allocated
HCQ,Not Allowed
HCR,Allocated
HCS,Allocated
HCT,Allocated
HCU,Allocated
HCV,Allocated
HCW,Allocated
HCX,Reserved
HCY,Allocated
HCZ,Allocated
HDA,Allocated
HDB,Allocated
HDC,Allocated
HDD,Allocated
HDE,Allocated
HDF,Allocated
HDG,Allocated
HDH,Allocated
HDI,Reserved
HDJ,Allocated
HDK,Allocated
HDL,Allocated
HDM,Reserved
HDN,Allocated
HDO,Allocated
HDP,Allocated
HDQ,Allocated
HDR,Allocated
HDS,Allocated
HDT,Allocated
HDU,Allocated
HDV,Allocated
HDW,Allocated
HDX,Allocated
HDY,Allocated
HDZ,Reserved
HEA,Allocated
HEB,Reserved
HEC,Allocated
HED,Reserved
HEE,Allocated
HEF,Reserved
HEG,Reserved
HEH,Allocated
HEI,Allocated
HEJ,Allocated
HEK,Allocated
HEL,Allocated
HEM,Allocated
HEN,Reserved
HEO,Allocated
HEP,Allocated
HEQ,Allocated
HER,Allocated
HES,Allocated
HET,Allocated
HEU,Allocated
HEV,Allocated
HEW,Allocated
HEX,Allocated
HEY,Allocated
HEZ,Allocated
HFA,Allocated
HFB,Allocated
HFC,Allocated
HFD,Allocated
HFE,Allocated
HFF,Allocated
HFG,Reserved
HFH,Allocated
HFI,Allocated
HFJ,Allocated
HFK,Allocated
HFL,Allocated
HFM,Allocated
HFN,Allocated
HFO,Allocated
HFP,Allocated
HFQ,Allocated
HFR,Allocated
HFS,Reserved
HFT,Allocated
HFU,Allocated
HFV,Reserved
HFW,Allocated
HFX,Allocated
HFY,Allocated
HFZ,Allocated
HGA,Allocated
HGB,Allocated
HGC,Allocated
HGD,Allocated
HGE,Allocated
HGF,Reserved
HGG,Allocated
HGH,Allocated
HGI,Allocated
HGJ,Reserved
HGK,Allocated
HGL,Allocated
HGM,Allocated
HGN,Allocated
HGO,Allocated
HGP,Allocated
HGQ,Allocated
HGR,Allocated
HGS,Allocated
HGT,Allocated
HGU,Allocated
HGV,Allocated
HGW,Allocated
HGX,Allocated
HGY,Allocated
HGZ,Allocated
HHA,Allocated
HHB,Allocated
HHC,Allocated
HHD,Allocated
HHE,Allocated
HHF,Allocated
HHG,Allocated
HHH,Allocated
HHI,Allocated
HHJ,Allocated
HHK,Allocated
HHL,Allocated
HHM,Allocated
HHN,Allocated
HHO,Allocated
HHP,Allocated
HHQ,Allocated
HHR,Allocated
HHS,Allocated
HHT,Available
HHU,Allocated
HHV,Allocated
HHW,Allocated
HHX,Allocated
HHY,Allocated
HHZ,Allocated
HIA,Allocated
HIB,Allocated
HIC,Allocated
HID,Allocated
HIE,Allocated
HIF,Allocated
HIG,Allocated
HIH,Allocated
HII,Allocated
HIJ,Allocated
HIK,Allocated
HIL,Allocated
HIM,Allocated
HIN,Allocated
HIO,Allocated
HIP,Allocated
HIQ,Allocated
HIR,Allocated
HIS,Allocated
HIT,Reserved
HIU,Allocated
HIV,Not Allowed
HIW,Allocated
HIX,Allocated
HIY,Allocated
HIZ,Allocated
HJA,Allocated
HJB,Allocated
HJC,Allocated
HJD,Allocated
HJE,Allocated
HJF,Allocated
HJG,Allocated
HJH,Allocated
HJI,Allocated
HJJ,Allocated
HJK,Reserved
HJL,Allocated
HJM,Allocated
HJN,Allocated
HJO,Allocated
HJP,Reserved
HJQ,Allocated
HJR,Allocated
HJS,Allocated
HJT,Allocated
HJU,Reserved
HJV,Allocated
HJW,Allocated
HJX,Allocated
HJY,Allocated
HJZ,Allocated
HKA,Allocated
HKB,Allocated
HKC,Allocated
HKD,Allocated
HKE,Allocated
HKF,Reserved
HKG,Allocated
HKH,Allocated
HKI,Allocated
HKJ,Allocated
HKK,Allocated
HKL,Allocated
HKM,Allocated
HKN,Allocated
HKO,Allocated
HKP,Allocated
HKQ,Allocated
HKR,Reserved
HKS,Allocated
HKT,Allocated
HKU,Allocated
HKV,Allocated
HKW,Allocated
HKX,Reserved
HKY,Allocated
HKZ,Allocated
HLA,Allocated
HLB,Allocated
HLC,Allocated
HLD,Allocated
HLE,Reserved
HLF,Allocated
HLG,Allocated
HLH,Reserved
HLI,Allocated
HLJ,Reserved
HLK,Allocated
HLL,Allocated
HLM,Allocated
HLN,Allocated
HLO,Allocated
HLP,Allocated
HLQ,Allocated
HLR,Allocated
HLS,Allocated
HLT,Allocated
HLU,Allocated
HLV,Allocated
HLW,Allocated
HLX,Allocated
HLY,Allocated
HLZ,Allocated
HMA,Allocated
HMB,Allocated
HMC,Allocated
HMD,Allocated
HME,Allocated
HMF,Allocated
HMG,Allocated
HMH,Allocated
HMI,Allocated
HMJ,Allocated
HMK,Allocated
HML,Allocated
HMM,Allocated
HMN,Allocated
HMO,Allocated
HMP,Allocated
HMQ,Allocated
HMR,Allocated
HMS,Allocated
HMT,Reserved
HMU,Allocated
HMV,Allocated
HMW,Allocated
HMX,Allocated
HMY,Allocated
HMZ,Allocated
HNA,Allocated
HNB,Allocated
HNC,Allocated
HND,Allocated
HNE,Allocated
HNF,Allocated
HNG,Allocated
HNH,Allocated
HNI,Allocated
HNJ,Allocated
HNK,Allocated
HNL,Allocated
HNM,Allocated
HNN,Allocated
HNO,Allocated
HNP,Allocated
HNQ,Allocated
HNR,Allocated
HNS,Allocated
HNT,Allocated
HNU,Allocated
HNV,Allocated
HNW,Reserved
HNX,Allocated
HNY,Reserved
HNZ,Allocated
HOA,Not Allowed
HOB,Allocated
HOC,Allocated
HOD,Reserved
HOE,Allocated
HOF,Allocated
HOG,Allocated
HOH,Allocated
HOI,Allocated
HOJ,Allocated
HOK,Allocated
HOL,Allocated
HOM,Allocated
HON,Not Allowed
HOO,Allocated
HOP,Allocated
